State,District,LocationType,SyncId,Active
Tamil Nadu,SIVAGANGA,DISTRICT,,1
Tamil Nadu,THANJAVUR,DISTRICT,,1
Tamil Nadu,THENI,DISTRICT,,1
Tamil Nadu,THOOTHUKUDI (TUTICORIN),DISTRICT,,1
Tamil Nadu,TIRUCHIRAPPALLI,DISTRICT,,1
Tamil Nadu,TIRUNELVELI,DISTRICT,,1
Tamil Nadu,TIRUPPUR,DISTRICT,,1
Tamil Nadu,TIRUVALLUR,DISTRICT,,1
Tamil Nadu,TIRUVANNAMALAI,DISTRICT,,1
Tamil Nadu,TIRUVARUR,DISTRICT,,1
Tamil Nadu,VELLORE,DISTRICT,,1
Tamil Nadu,VILUPPURAM,DISTRICT,,1
Tamil Nadu,VIRUDHUNAGAR,DISTRICT,,1
Tripura,DHALAI,DISTRICT,,1
Tripura,GOMATI,DISTRICT,,1
Tripura,KHOWAI,DISTRICT,,1
Tripura,NORTH TRIPURA,DISTRICT,,1
Tripura,SIPAHIJALA,DISTRICT,,1
Tripura,SOUTH TRIPURA,DISTRICT,,1
Tripura,UNAKOTI,DISTRICT,,1
Tripura,WEST TRIPURA,DISTRICT,,1
UTTARANCHAL,ALMORA,DISTRICT,,1
UTTARANCHAL,BAGESHWAR,DISTRICT,,1
UTTARANCHAL,CHAMOLI,DISTRICT,,1
UTTARANCHAL,CHAMPAWAT,DISTRICT,,1
UTTARANCHAL,DEHRADUN,DISTRICT,,1
UTTARANCHAL,HARIDWAR,DISTRICT,,1
UTTARANCHAL,NAINITAL,DISTRICT,,1
UTTARANCHAL,PAURI GARHWAL,DISTRICT,,1
UTTARANCHAL,PITHORAGARH,DISTRICT,,1
UTTARANCHAL,RUDRAPRAYAG,DISTRICT,,1
UTTARANCHAL,TEHRI GARHWAL,DISTRICT,,1
UTTARANCHAL,UDHAM SINGH NAGAR,DISTRICT,,1
UTTARANCHAL,UTTARKASHI,DISTRICT,,1
Uttar Pradesh,AGRA,DISTRICT,,1
Uttar Pradesh,ALIGARH,DISTRICT,,1
Uttar Pradesh,ALLAHABAD,DISTRICT,,1
Uttar Pradesh,AMBEDKAR NAGAR,DISTRICT,,1
Uttar Pradesh,AMETHI,DISTRICT,,1
Uttar Pradesh,AMROHA,DISTRICT,,1
Uttar Pradesh,AURAIYA,DISTRICT,,1
Uttar Pradesh,AZAMGARH,DISTRICT,,1
Uttar Pradesh,BADAUN,DISTRICT,,1
Uttar Pradesh,BAGPAT,DISTRICT,,1
Uttar Pradesh,BAHRAICH,DISTRICT,,1
Uttar Pradesh,BALARAMPUR,DISTRICT,,1
Uttar Pradesh,BALLIA,DISTRICT,,1
Uttar Pradesh,BANDA,DISTRICT,,1
Uttar Pradesh,BARABANKI,DISTRICT,,1
Uttar Pradesh,BAREILLY,DISTRICT,,1
Uttar Pradesh,BASTI,DISTRICT,,1
Uttar Pradesh,BIJNOR,DISTRICT,,1
Uttar Pradesh,BULANDSHAHR,DISTRICT,,1
Uttar Pradesh,CHANDAULI,DISTRICT,,1
Uttar Pradesh,CHITRAKOOT,DISTRICT,,1
Uttar Pradesh,DEORIA,DISTRICT,,1
Uttar Pradesh,DEVIPATAN,DISTRICT,,1
Uttar Pradesh,ETAH,DISTRICT,,1
Uttar Pradesh,ETAWAH,DISTRICT,,1
Uttar Pradesh,FAIZABAD,DISTRICT,,1
Uttar Pradesh,FARRUKHABAD,DISTRICT,,1
Uttar Pradesh,FATEHPUR,DISTRICT,,1
Uttar Pradesh,FIROZABAD,DISTRICT,,1
Uttar Pradesh,GAUTAM,DISTRICT,,1
Uttar Pradesh,GHAZIABAD,DISTRICT,,1
Uttar Pradesh,GHAZIPUR,DISTRICT,,1
Uttar Pradesh,GONDA,DISTRICT,,1
Uttar Pradesh,GORAKHPUR,DISTRICT,,1
Uttar Pradesh,HAMIRPUR,DISTRICT,,1
Uttar Pradesh,HAPUR,DISTRICT,,1
Uttar Pradesh,HARDOI,DISTRICT,,1
Uttar Pradesh,HATHRAS,DISTRICT,,1
Uttar Pradesh,JALAUN,DISTRICT,,1
Uttar Pradesh,JAUNPUR,DISTRICT,,1
Uttar Pradesh,JHANSI,DISTRICT,,1
Uttar Pradesh,KANNAUJ,DISTRICT,,1
Uttar Pradesh,KANPURDEHAT,DISTRICT,,1
Uttar Pradesh,KANPURNAGAR,DISTRICT,,1
Uttar Pradesh,KASGANJ,DISTRICT,,1
Uttar Pradesh,KAUSHAMBI,DISTRICT,,1
Uttar Pradesh,KUSHINAGAR,DISTRICT,,1
Uttar Pradesh,LAKHIMPUR,DISTRICT,,1
Uttar Pradesh,LALITPUR,DISTRICT,,1
Uttar Pradesh,LUCKNOW,DISTRICT,,1
Uttar Pradesh,MAHARAJGANJ,DISTRICT,,1
Uttar Pradesh,MAHOBA,DISTRICT,,1
Uttar Pradesh,MAINPURI,DISTRICT,,1
Uttar Pradesh,MATHURA,DISTRICT,,1
Uttar Pradesh,MAU,DISTRICT,,1
Uttar Pradesh,MEERUT,DISTRICT,,1
Uttar Pradesh,MIRZAPUR,DISTRICT,,1
Uttar Pradesh,MORADABAD,DISTRICT,,1
Uttar Pradesh,MUZAFFARNAGAR,DISTRICT,,1
Uttar Pradesh,PILIBHIT,DISTRICT,,1
Uttar Pradesh,PRATAPGARH,DISTRICT,,1
Uttar Pradesh,RAEBARELI,DISTRICT,,1
Uttar Pradesh,RAMPUR,DISTRICT,,1
Uttar Pradesh,SAHARANPUR,DISTRICT,,1
Uttar Pradesh,SAMBHAL,DISTRICT,,1
Uttar Pradesh,SANTKABIR,DISTRICT,,1
Uttar Pradesh,SANTRAVIDAS,DISTRICT,,1
Uttar Pradesh,SHAHJAHANPUR,DISTRICT,,1
Uttar Pradesh,SHAMLI,DISTRICT,,1
Uttar Pradesh,SHRAVASTI,DISTRICT,,1
Uttar Pradesh,SIDDHARTHNAGAR,DISTRICT,,1
Uttar Pradesh,SITAPUR,DISTRICT,,1
Uttar Pradesh,SONBHADRA,DISTRICT,,1
Uttar Pradesh,SULTANPUR,DISTRICT,,1
Uttar Pradesh,UNNAO,DISTRICT,,1
Uttar Pradesh,VARANASI,DISTRICT,,1
West Bengal,BANKURA,DISTRICT,,1
West Bengal,BARDHAMAN,DISTRICT,,1
West Bengal,BIRBHUM,DISTRICT,,1
West Bengal,COOCH BEHAR,DISTRICT,,1
West Bengal,DARJEELING,DISTRICT,,1
West Bengal,EAST MIDNAPORE,DISTRICT,,1
West Bengal,HOOGHLY,DISTRICT,,1
West Bengal,HOWRAH,DISTRICT,,1
West Bengal,JALPAIGURI,DISTRICT,,1
West Bengal,KOLKATA,DISTRICT,,1
West Bengal,MALDA,DISTRICT,,1
West Bengal,MURSHIDABAD,DISTRICT,,1
West Bengal,NADIA,DISTRICT,,1
West Bengal,NORTH 24 PARGANAS,DISTRICT,,1
West Bengal,NORTH DINAJPUR,DISTRICT,,1
West Bengal,PURULIA,DISTRICT,,1
West Bengal,SOUTH 24 PARGANAS,DISTRICT,,1
West Bengal,SOUTH DINAJPUR,DISTRICT,,1
West Bengal,WEST MIDNAPORE,DISTRICT,,1
