DocId*,DistributorSynchid*,PostingDate*,Narration,Amount,crAmount,DrAmount,CompanyCode,Entry No_
BRV-MAY18-0098,C0009430,01/05/2018,SHAH GOPI KRISHNA SIDHANATH,-400000,400000,0,,2080219
BRV-MAY18-0099,G0000730,02/05/2018,SANGELA AGENCY,-200000,200000,0,,2080221
BRV-MAY18-0100,C0001800,02/05/2018,R.R.AGENCIES,-200000,200000,0,,2080223
BRV-MAY18-0102,C0001900,02/05/2018,RAJ TRADERS,-250000,250000,0,,2080227
BRV-MAY18-0103,C0008360,02/05/2018,DINESH KUMAR KESARWANI,-300000,300000,0,,2080229
BRV-MAY18-0104,C0003880,02/05/2018,MANOJ TRADERS,-270000,270000,0,,2080231
BRV-MAY18-0105,C0017470,02/05/2018,VINAYAK TRADERS ,-100000,100000,0,,2080233
BRV-MAY18-0106,C0010850,02/05/2018,GURU PREM SUKH TRADERS,-300000,300000,0,,2080235
BRV-MAY18-0107,C0002700,02/05/2018,TAJ GENRAL STORES,-260000,260000,0,,2080237
BRV-MAY18-0108,C0002450,02/05/2018,SHYAM TRADERS,-3500000,3500000,0,,2080239
BRV-MAY18-0109,C0000230,02/05/2018,AMAR AGENCIES,-925000,925000,0,,2080241
BRV-MAY18-0110,C0001080,02/05/2018,KHETAN AND COMPANY,-400000,400000,0,,2080243
BRV-MAY18-0111,C0015090,02/05/2018,NATH AGENCY ,-150000,150000,0,,2080245
BRV-MAY18-0112,C0002270,02/05/2018,SANTOSH TRADING CO.,-400000,400000,0,,2080247
BRV-MAY18-0113,C0000200,02/05/2018,AKASH TRADERS,-1000000,1000000,0,,2080249
BRV-MAY18-0114,C0016960,02/05/2018,J.R.TRADING COMPANY ,-100000,100000,0,,2080251
BRV-MAY18-0115,C0001270,02/05/2018,MAHAJAN TRADERS,-700000,700000,0,,2080253
BRV-MAY18-0116,C0002810,02/05/2018,VIKASH TRADERS,-500000,500000,0,,2080255
BRV-MAY18-0117,C0001110,02/05/2018,KUMAR AGENCIES,-200000,200000,0,,2080257
BRV-MAY18-0118,C0015020,02/05/2018,k.m.chokhani,-100000,100000,0,,2080259
BRV-MAY18-0119,C0014460,02/05/2018,DAY TO DAY COMPLEX,-100000,100000,0,,2080261
BRV-MAY18-0120,C0015260,02/05/2018,RAJ TRADERS,-245000,245000,0,,2080263
BRV-MAY18-0121,G0000140,02/05/2018,DHANIK GENERAL STORES,-149982,149982,0,,2080265
BRV-MAY18-0122,C0007730,02/05/2018,SHUBHAM ENTERPRISES,-1000000,1000000,0,,2080267
BRV-MAY18-0123,C0009920,02/05/2018,JAISWAL TRADING COMPANY,-550000,550000,0,,2080269
BRV-MAY18-0124,C0013610,02/05/2018,LAXMI NARAIN OM PRAKASH,-1000000,1000000,0,,2080271
BRV-MAY18-0125,C0014300,02/05/2018,BALAJI TRADERS,-500000,500000,0,,2080273
BRV-MAY18-0126,C0013690,02/05/2018,MANNU ENTERPRISES,-500000,500000,0,,2080275
BRV-MAY18-0127,C0014940,02/05/2018,GYAN PRAKASH RAGHUNATH PRASAD,-75000,75000,0,,2080277
BRV-MAY18-0128,C0000290,02/05/2018,ANKIT TRADERS,-400000,400000,0,,2080279
BRV-MAY18-0129,C0009540,02/05/2018,JAISWAL BROTHERS,-250000,250000,0,,2080281
BRV-MAY18-0130,C0015610,02/05/2018,JAIN AGENCIES,-300000,300000,0,,2080283
BRV-MAY18-0131,C0002500,02/05/2018,SHREE GANPATI AGENCIES,-120000,120000,0,,2080285
BRV-MAY18-0132,G0000070,02/05/2018,BACHI RAM HARI NANDAN,-500000,500000,0,,2080287
BRV-MAY18-0133,C0008640,02/05/2018,KRISHNA AGENCIES,-230000,230000,0,,2080289
BRV-MAY18-0134,C0001100,02/05/2018,KUMAR AGENCIES,-150000,150000,0,,2080291
BRV-MAY18-0135,C0000290,02/05/2018,ANKIT TRADERS,-600000,600000,0,,2080293
BRV-MAY18-0136,C0011050,02/05/2018,JAGAN NATH GUPTA AND SONS,-300000,300000,0,,2080295
BRV-MAY18-0138,C0002900,02/05/2018,VIVEK AGENCY,-250000,250000,0,,2080299
BRV-MAY18-0139,C0002300,02/05/2018,SETH MAL KANHAIYA LAL,-900000,900000,0,,2080301
BRV-MAY18-0140,C0016680,02/05/2018,RAGHAV KIRANA STORE,-100000,100000,0,,2080303
BRV-MAY18-0141,C0009730,02/05/2018,SHUBHAM TRADERS,-20000,20000,0,,2080305
BRV-MAY18-0142,C0016710,02/05/2018,M.K.TRADERS,-180000,180000,0,,2080307
BRV-MAY18-0143,C0016230,02/05/2018,ANCHAL TRADING COMPANY ,-300000,300000,0,,2080309
BRV-MAY18-0144,C0010970,02/05/2018,SHIV GOPAL PURSOTTAM DAS,-1100000,1100000,0,,2080311
BRV-MAY18-0145,C0001330,02/05/2018,MANOJ KUMAR KRISHNA KUMAR,-440000,440000,0,,2080313
BRV-MAY18-0147,C0000670,02/05/2018,GANESH PRASAD GUPTA,-900000,900000,0,,2080317
BRV-MAY18-0148,C0013650,02/05/2018,PRADEEP GENERAL STORES,-60000,60000,0,,2080319
BRV-MAY18-0149,C0009000,02/05/2018,SHREE RAM TRADERS,-200000,200000,0,,2080321
BRV-MAY18-0150,C0013670,02/05/2018,JAI AMBEY TRADERS,-200000,200000,0,,2080323
BRV-MAY18-0151,C0011810,02/05/2018,MUKUND TRADERS,-100000,100000,0,,2080325
BRV-MAY18-0152,C0013660,02/05/2018,GUPTA AGENCIES,-250000,250000,0,,2080327
BRV-MAY18-0153,C0013610,02/05/2018,anand tr.-gopalganj,-400000,400000,0,,2080329
BRV-MAY18-0154,C0002610,02/05/2018,STAR ENTERPRISES,-970000,970000,0,,2080331
BRV-MAY18-0155,C0000720,02/05/2018,GAYATRI AGENCIES,-1000000,1000000,0,,2080333
BRV-MAY18-0159,C0015920,02/05/2018,MAA PITAMBARA TRADERS,-50000,50000,0,,2080342
BRV-MAY18-0160,C0008080,02/05/2018,GANGA VISHNU GUPTA,-1000000,1000000,0,,2080344
BRV-MAY18-0161,C0005020,02/05/2018,B.P.MARKETING,-300000,300000,0,,2080346
BRV-MAY18-0162,C0001220,02/05/2018,MAA SANKATA TRADING COMPANY,-81000,81000,0,,2080348
BRV-MAY18-0163,C0008070,02/05/2018,SUYASH AGENCIES,-170000,170000,0,,2080350
BRV-MAY18-0164,C0001180,02/05/2018,LAXMI AGENCIES,-650000,650000,0,,2080352
BRV-MAY18-0165,G0000120,02/05/2018,DAULAT RAM AND SONS,-200000,200000,0,,2080354
BRV-MAY18-0166,C0016330,02/05/2018,BALDEV  TRADERS,-225000,225000,0,,2080356
BRV-MAY18-0167,C0000270,02/05/2018,ANIL TRADERS,-200000,200000,0,,2080358
BRV-MAY18-0168,C0015050,02/05/2018,J.B.ASSOCIATES,-1200000,1200000,0,,2080360
BRV-MAY18-0169,C0013750,02/05/2018,RAHUL AGENCIES,-600000,600000,0,,2080362
BRV-MAY18-0170,C0001250,02/05/2018,MAA VAISHNAV TRADERS,-50000,50000,0,,2080364
BRV-MAY18-0171,C0001370,02/05/2018,MANU FOOD PRODUCTS (P) LTD,-1100000,1100000,0,,2080366
BRV-MAY18-0172,C0003880,02/05/2018,MANOJ TRADERS,-500000,500000,0,,2080368
BRV-MAY18-0173,C0014020,02/05/2018,JAIN AGENCIES,-75000,75000,0,,2080370
BRV-MAY18-0174,C0002600,02/05/2018,SRI SHYAM TRADERS,-200000,200000,0,,2080372
BRV-MAY18-0175,C0017010,02/05/2018,RAJA TRADERS ,-200000,200000,0,,2080374
BRV-MAY18-0176,G0000390,02/05/2018,VISHNU AGENCIES,-200000,200000,0,,2080376
BRV-MAY18-0177,C0002480,02/05/2018,SITARAM AGENCIES,-800000,800000,0,,2080378
BRV-MAY18-0178,C0009590,02/05/2018,PRATIKCHHA TRADERS,-150000,150000,0,,2080380
BRV-MAY18-0179,C0003880,02/05/2018,MANOJ TRADERS,-490000,490000,0,,2080390
BRV-MAY18-0180,C0008020,02/05/2018,ANURAG STORE,-150000,150000,0,,2080392
BRV-MAY18-0181,C0001220,02/05/2018,MAA SANKATA TRADING COMPANY,-300000,300000,0,,2080394
BRV-MAY18-0182,C0001220,02/05/2018,MAA SANKATA TRADING COMPANY,-119000,119000,0,,2080396
BRV-MAY18-0183,C0015050,02/05/2018,J.B.ASSOCIATES,-200000,200000,0,,2080398
BRV-MAY18-0184,C0016090,02/05/2018,SHANTI RAM TRADERS,-100000,100000,0,,2080400
BRV-MAY18-0186,C0001890,02/05/2018,RAJ KUMAR AND BROTHERS,-200000,200000,0,,2080404
SG-ST-18-01811,C0001710,03/05/2018,Invoice SG-ST-18-01712,125960.42,0,125960.42,,2080437
SG-ST-18-01812,C0001710,03/05/2018,Invoice SG-ST-18-01869,39622.64,0,39622.64,,2080443
SG-ST-18-01813,C0000810,03/05/2018,Invoice SG-ST-18-01714,284991.97,0,284991.97,,2080452
SG-ST-18-01814,C0002820,03/05/2018,Invoice SG-ST-18-01871,1764.85,0,1764.85,,2080460
SG-ST-18-01815,C0002820,03/05/2018,Invoice SG-ST-18-01715,130546.03,0,130546.03,,2080464
SG-ST-18-01816,C0015500,03/05/2018,Invoice SG-ST-18-01722,68232.82,0,68232.82,,2080481
SG-ST-18-01817,C0015500,03/05/2018,Invoice SG-ST-18-01872,14522.8,0,14522.8,,2080487
SG-ST-18-01818,C0001400,03/05/2018,Invoice SG-ST-18-01723,100080.97,0,100080.97,,2080503
SG-ST-18-01819,C0001400,03/05/2018,Invoice SG-ST-18-01873,4943.41,0,4943.41,,2080509
SG-ST-18-01820,C0017590,03/05/2018,Invoice SG-ST-18-01724,266347.69,0,266347.69,,2080549
SG-ST-18-01821,C0017590,03/05/2018,Invoice SG-ST-18-01874,59012.22,0,59012.22,,2080554
SG-ST-18-01822,C0015760,03/05/2018,Invoice SG-ST-18-01725,168638.91,0,168638.91,,2080578
SG-ST-18-01823,C0015760,03/05/2018,Invoice SG-ST-18-01875,153236.07,0,153236.07,,2080589
SG-ST-18-01824,C0000220,03/05/2018,Invoice SG-ST-18-01677,302397.31,0,302397.31,,2080613
SG-ST-18-01825,C0000220,03/05/2018,Invoice SG-ST-18-01876,688948.56,0,688948.56,,2080617
SG-ST-18-01827,C0017100,03/05/2018,Invoice SG-ST-18-01733,63543,0,63543,,2080659
SG-ST-18-01828,C0002320,03/05/2018,Invoice SG-ST-18-01877,360450.28,0,360450.28,,2080668
SG-ST-18-01829,C0002320,03/05/2018,Invoice SG-ST-18-01879,56094.85,0,56094.85,,2080675
SG-ST-18-01830,C0017100,03/05/2018,Invoice SG-ST-18-01880,200801.97,0,200801.97,,2080683
SG-ST-18-01831,C0000080,03/05/2018,Invoice SG-ST-18-01881,33158.37,0,33158.37,,2080687
SG-ST-18-01832,C0008220,03/05/2018,Invoice SG-ST-18-01734,144781.3,0,144781.3,,2080697
SG-ST-18-01833,C0008220,03/05/2018,Invoice SG-ST-18-01883,332130.28,0,332130.28,,2080727
SG-ST-18-01835,C0014040,03/05/2018,Invoice SG-ST-18-01735,34210.06,0,34210.06,,2080762
SG-ST-18-01836,C0014040,03/05/2018,Invoice SG-ST-18-01886,268601.57,0,268601.57,,2080768
SG-ST-18-01838,C0014410,03/05/2018,Invoice SG-ST-18-01728,153755.53,0,153755.53,,2080791
SG-ST-18-01839,C0014410,03/05/2018,Invoice SG-ST-18-01870,259807.91,0,259807.91,,2080796
SG-ST-18-01841,C0002610,03/05/2018,Invoice SG-ST-18-01729,89.09,0,89.09,,2080803
SG-ST-18-01842,C0002610,03/05/2018,Invoice SG-ST-18-01887,688038.46,0,688038.46,,2080809
SG-ST-18-01843,C0000880,03/05/2018,Invoice SG-ST-18-01730,95735.51,0,95735.51,,2080821
SG-ST-18-01844,C0000880,03/05/2018,Invoice SG-ST-18-01888,366682.69,0,366682.69,,2080825
SG-ST-18-01845,C0008070,03/05/2018,Invoice SG-ST-18-01889,156994.93,0,156994.93,,2080829
SG-ST-18-01846,C0000200,03/05/2018,Invoice SG-ST-18-01885,20287.97,0,20287.97,,2080843
SG-ST-18-01847,C0000200,03/05/2018,Invoice SG-ST-18-01890,2262257.86,0,2262257.86,,2080847
SG-ST-18-01848,C0015030,03/05/2018,Invoice SG-ST-18-01891,152503.21,0,152503.21,,2080851
SG-ST-18-01849,C0015030,03/05/2018,Invoice SG-ST-18-01892,382833.15,0,382833.15,,2080855
SG-ST-18-01850,C0002450,03/05/2018,Invoice SG-ST-18-01893,308303.54,0,308303.54,,2080861
SG-ST-18-01851,C0002450,03/05/2018,Invoice SG-ST-18-01894,1899829.04,0,1899829.04,,2080865
SG-ST-18-01852,C0014060,03/05/2018,Invoice SG-ST-18-01731,24403.76,0,24403.76,,2080871
SG-ST-18-01853,C0014060,03/05/2018,Invoice SG-ST-18-01895,138164.65,0,138164.65,,2080876
SG-ST-18-01854,C0000920,03/05/2018,Invoice SG-ST-18-01732,337780.17,0,337780.17,,2080883
SG-ST-18-01855,C0000920,03/05/2018,Invoice SG-ST-18-01896,104379.43,0,104379.43,,2080887
SG-SE-18-00464,C0003880,03/05/2018,Invoice SG-SE-18-00467,203808,0,203808,,2080890
SG-ST-18-01856,C0009870,03/05/2018,Invoice SG-ST-18-01738,86791.27,0,86791.27,,2080895
SG-ST-18-01857,C0009870,03/05/2018,Invoice SG-ST-18-01897,502782.92,0,502782.92,,2080899
SG-ST-18-01858,C0001590,03/05/2018,Invoice SG-ST-18-01740,65405.59,0,65405.59,,2080905
SG-ST-18-01859,C0001590,03/05/2018,Invoice SG-ST-18-01898,445191.85,0,445191.85,,2080909
SG-ST-18-01860,C0016670,03/05/2018,Invoice SG-ST-18-01752,4235.01,0,4235.01,,2080914
SG-ST-18-01861,C0016670,03/05/2018,Invoice SG-ST-18-01900,356500.76,0,356500.76,,2080918
SG-ST-18-01862,C0016540,03/05/2018,Invoice SG-ST-18-01753,150087.54,0,150087.54,,2080922
SG-ST-18-01863,C0002510,03/05/2018,Invoice SG-ST-18-01741,45455.07,0,45455.07,,2080928
SG-ST-18-01864,C0002510,03/05/2018,Invoice SG-ST-18-01899,301744,0,301744,,2080932
SG-ST-18-01865,C0013410,03/05/2018,Invoice SG-ST-18-01742,213268.15,0,213268.15,,2080936
SG-SF-18-00001,C0000560,03/05/2018,Invoice SG-ST-18-01754,27027,0,27027,,2080940
SG-ST-18-01866,C0000560,03/05/2018,Invoice SG-ST-18-01901,490835,0,490835,,2080944
SG-ST-18-01867,C0008100,03/05/2018,Invoice SG-ST-18-01902,4612,0,4612,,2080949
SG-ST-18-01868,C0008100,03/05/2018,Invoice SG-ST-18-01904,168531.04,0,168531.04,,2080954
SG-ST-18-01869,C0000150,03/05/2018,Invoice SG-SF-18-00002,54184.81,0,54184.81,,2080962
SG-ST-18-01870,C0000150,03/05/2018,Invoice SG-ST-18-01903,753781.16,0,753781.16,,2080967
SG-ST-18-01871,C0008170,03/05/2018,Invoice SG-ST-18-01905,279803.55,0,279803.55,,2080972
SG-SE-18-00465,C0000150,03/05/2018,Invoice SG-SE-18-00468,32222.8,0,32222.8,,2080975
SG-ST-18-01872,C0001370,03/05/2018,Invoice SG-ST-18-01906,70159.48,0,70159.48,,2080980
SG-ST-18-01873,C0001370,03/05/2018,Invoice SG-ST-18-01907,501200.97,0,501200.97,,2080985
SG-SE-18-00466,C0001370,03/05/2018,Invoice SG-SE-18-00469,47400,0,47400,,2080987
SG-ST-18-01874,C0002480,04/05/2018,Invoice SG-ST-18-01816,879269.9,0,879269.9,,2081142
SG-ST-18-01875,C0002480,04/05/2018,Invoice SG-ST-18-01817,33241.46,0,33241.46,,2081152
SG-ST-18-01876,C0003880,04/05/2018,Invoice SG-ST-18-01882,1002896.03,0,1002896.03,,2081167
SG-ST-18-01877,C0003880,04/05/2018,Invoice SG-ST-18-01884,238574.05,0,238574.05,,2081173
SG-ST-18-01881,C0013990,04/05/2018,Invoice SG-ST-18-01491,367278.88,0,367278.88,,2081277
SG-ST-18-01883,C0013990,04/05/2018,Invoice SG-ST-18-01581,259379.33,0,259379.33,,2081282
SG-ST-18-01884,C0010890,04/05/2018,Invoice SG-ST-18-01633,51545.68,0,51545.68,,2081287
SG-ST-18-01885,C0010890,04/05/2018,Invoice SG-ST-18-01913,2024,0,2024,,2081296
SG-ST-18-01886,C0013150,04/05/2018,Invoice SG-ST-18-01675,60863.67,0,60863.67,,2081300
SG-ST-18-01887,C0012010,04/05/2018,Invoice SG-ST-18-01716,124471.4,0,124471.4,,2081310
SG-ST-18-01888,C0012850,04/05/2018,Invoice SG-ST-18-01719,243316.58,0,243316.58,,2081323
SG-ST-18-01889,C0001730,04/05/2018,Invoice SG-ST-18-01713,82444.08,0,82444.08,,2081330
SG-ST-18-01890,C0012850,04/05/2018,Invoice SG-ST-18-01720,3995.91,0,3995.91,,2081339
SG-ST-18-01891,C0001730,04/05/2018,Invoice SG-ST-18-01717,468252.76,0,468252.76,,2081348
WG-ST-18-0140,C0013200,04/05/2018,Invoice WG-ST-18-0140,479687.5,0,479687.5,,2081357
SG-ST-18-01892,C0000640,04/05/2018,Invoice SG-ST-18-01739,1553.06,0,1553.06,,2081374
SG-ST-18-01893,C0000640,04/05/2018,Invoice SG-ST-18-01749,70627.67,0,70627.67,,2081379
SG-ST-18-01894,C0009530,04/05/2018,Invoice SG-ST-18-01721,192223.38,0,192223.38,,2081407
SG-ST-18-01895,C0009530,04/05/2018,Invoice SG-ST-18-01743,21362.07,0,21362.07,,2081426
SG-SE-18-00467,C0001730,04/05/2018,Invoice SG-SE-18-00470,47050,0,47050,,2081437
SG-ST-18-01896,C0008690,04/05/2018,Invoice SG-ST-18-01737,70414.72,0,70414.72,,2081442
SG-ST-18-01897,C0008690,04/05/2018,Invoice SG-ST-18-01747,40943.61,0,40943.61,,2081448
SG-ST-18-01898,C0015410,04/05/2018,Invoice SG-ST-18-01748,19268.36,0,19268.36,,2081453
SG-ST-18-01899,C0015410,04/05/2018,Invoice SG-ST-18-01915,339722.14,0,339722.14,,2081457
SG-ST-18-01900,C0016980,04/05/2018,Invoice SG-ST-18-01914,129708.12,0,129708.12,,2081462
SG-ST-18-01901,C0016980,04/05/2018,Invoice SG-ST-18-01916,1670.1,0,1670.1,,2081467
SG-ST-18-01902,C0016230,04/05/2018,Invoice SG-ST-18-01750,18316.38,0,18316.38,,2081474
SG-ST-18-01903,C0016230,04/05/2018,Invoice SG-ST-18-01917,36474.72,0,36474.72,,2081478
SG-ST-18-01904,C0002600,04/05/2018,Invoice SG-ST-18-01751,57988.27,0,57988.27,,2081482
SG-ST-18-01905,C0013980,04/05/2018,Invoice SG-ST-18-01755,60214.61,0,60214.61,,2081486
SG-ST-18-01907,C0000980,04/05/2018,Invoice SG-ST-18-01756,30536.76,0,30536.76,,2081515
SG-ST-18-01908,C0000980,04/05/2018,Invoice SG-ST-18-01918,130217.42,0,130217.42,,2081520
SG-ST-18-01909,C0002410,04/05/2018,Invoice SG-ST-18-01757,23295.39,0,23295.39,,2081530
SG-ST-18-01910,C0002410,04/05/2018,Invoice SG-ST-18-01919,136689.8,0,136689.8,,2081535
SG-ST-18-01911,C0014160,04/05/2018,Invoice SG-ST-18-01758,5492.02,0,5492.02,,2081541
SG-ST-18-01912,C0014160,04/05/2018,Invoice SG-ST-18-01920,311829.33,0,311829.33,,2081545
SG-ST-18-01913,C0016920,04/05/2018,Invoice SG-ST-18-01759,45766.88,0,45766.88,,2081551
SG-ST-18-01914,C0016920,04/05/2018,Invoice SG-ST-18-01922,70794.57,0,70794.57,,2081559
SG-ST-18-01915,C0017240,04/05/2018,Invoice SG-ST-18-01921,144901.22,0,144901.22,,2081564
SG-ST-18-01916,C0013500,04/05/2018,Invoice SG-ST-18-01923,40566.03,0,40566.03,,2081569
SG-ST-18-01917,C0001410,04/05/2018,Invoice SG-ST-18-01925,9222.88,0,9222.88,,2081585
SG-ST-18-01918,C0001410,04/05/2018,Invoice SG-ST-18-01926,609136.82,0,609136.82,,2081590
SG-ST-18-01919,C0002590,04/05/2018,Invoice SG-ST-18-01924,184015.91,0,184015.91,,2081595
BRV-MAY18-0187,C0014600,02/05/2018,SWATI MEDICARE (P) LIMITED,-1200000,1200000,0,,2081597
BRV-MAY18-0189,C0010980,02/05/2018,RAHUL KIRANA STORE,-1500000,1500000,0,,2081601
BRV-MAY18-0190,C0002610,02/05/2018,STAR ENTERPRISES,-900000,900000,0,,2081603
BRV-MAY18-0192,C0011810,03/05/2018,MUKUND TRADERS,-300000,300000,0,,2081607
BRV-MAY18-0193,C0001030,03/05/2018,KASAUDHAN TRADING COMPANY,-325000,325000,0,,2081609
BRV-MAY18-0194,C0001970,03/05/2018,RAM DAS JAGDISH NARAYAN,-150000,150000,0,,2081611
BRV-MAY18-0195,C0016670,03/05/2018,POOJA ENTERPRISES,-460000,460000,0,,2081613
BRV-MAY18-0196,C0008400,03/05/2018,KRISHNA TRADERS,-150000,150000,0,,2081615
BRV-MAY18-0197,C0013610,03/05/2018,LAXMI NARAIN OM PRAKASH,-925000,925000,0,,2081617
BRV-MAY18-0198,C0001440,03/05/2018,MODI TRADERS,-120000,120000,0,,2081619
BRV-MAY18-0199,C0002310,03/05/2018,SETHIA ENTERPRISES,-500000,500000,0,,2081621
BRV-MAY18-0200,C0013230,03/05/2018,MANAS ENTERPRISES,-500000,500000,0,,2081623
BRV-MAY18-0201,C0001110,03/05/2018,KUMAR AGENCIES,-100000,100000,0,,2081625
BRV-MAY18-0202,C0000580,03/05/2018,DEVKI PRASAD SARAWAN KUMAR,-1100000,1100000,0,,2081627
BRV-MAY18-0203,C0002120,03/05/2018,S.K. ENTERPRISES,-1500000,1500000,0,,2081629
BRV-MAY18-0204,C0009000,03/05/2018,SHREE RAM TRADERS,-200000,200000,0,,2081631
BRV-MAY18-0205,C0012410,03/05/2018,SHREYA TRADERS,-175000,175000,0,,2081633
BRV-MAY18-0206,C0013610,03/05/2018,siwan,-500000,500000,0,,2081635
BRV-MAY18-0207,C0001130,03/05/2018,KUMAR KIRANA STORE,-200000,200000,0,,2081637
BRV-MAY18-0208,C0013990,03/05/2018,BANSAL TRADERS,-500000,500000,0,,2081639
BRV-MAY18-0209,C0002850,03/05/2018,VINOD TRADERS,-200000,200000,0,,2081641
BRV-MAY18-0210,C0008150,03/05/2018,OM DISTRIBUTORS,-500000,500000,0,,2081643
BRV-MAY18-0211,C0014930,03/05/2018,MOHIT TRADERS,-410000,410000,0,,2081645
BRV-MAY18-0212,C0008330,03/05/2018,KHANNA AGENCIES,-150000,150000,0,,2081647
BRV-MAY18-0213,C0002760,03/05/2018,VIJAY AND SONS,-300000,300000,0,,2081649
BRV-MAY18-0214,C0014250,03/05/2018,ROYAL GENERAL STORES,-50000,50000,0,,2081651
BRV-MAY18-0215,C0000710,03/05/2018,GAURAV ENTERPRISES,-900000,900000,0,,2081653
BRV-MAY18-0216,C0001370,03/05/2018,MANU FOOD PRODUCTS (P) LTD,-1100000,1100000,0,,2081655
BRV-MAY18-0217,C0011240,03/05/2018,KHETAN AGENCIES,-300000,300000,0,,2081657
BRV-MAY18-0218,C0017600,03/05/2018,SITARAM SHYAM SUNDER KIRANA ,-150000,150000,0,,2081659
BRV-MAY18-0219,C0000640,03/05/2018,GAHOI BROTHERS,-400000,400000,0,,2081661
BRV-MAY18-0220,C0002610,03/05/2018,STAR ENTERPRISES,-985000,985000,0,,2081663
BRV-MAY18-0221,C0013570,03/05/2018,SHYAM AGENCIES,-500000,500000,0,,2081665
BRV-MAY18-0222,C0008920,03/05/2018,SHREE SHYAM TRACTORS,-651000,651000,0,,2081667
BRV-MAY18-0223,C0013940,03/05/2018,RUDRA SALES,-1500000,1500000,0,,2081669
BRV-MAY18-0224,C0016410,03/05/2018,AMIT ENTERPRISES,-60000,60000,0,,2081671
BRV-MAY18-0225,C0015020,03/05/2018,gupta ent.-manikpur,-200000,200000,0,,2081673
BRV-MAY18-0226,C0017540,03/05/2018,GOVIND JEE AGENCIES ,-500000,500000,0,,2081675
BRV-MAY18-0227,C0000310,03/05/2018,ANUP AGENCIES,-200000,200000,0,,2081677
BRV-MAY18-0228,C0015810,03/05/2018,ANKUR AGENCIES,-200000,200000,0,,2081679
BRV-MAY18-0229,C0014530,03/05/2018,VISHAL TRADERS,-50000,50000,0,,2081681
BRV-MAY18-0230,G0000080,03/05/2018,BATTOO LAL KISHORI LAL,-400000,400000,0,,2081683
BRV-MAY18-0231,C0008000,03/05/2018,VED AGENCIES,-350000,350000,0,,2081685
BRV-MAY18-0232,C0002100,03/05/2018,RUCHI ENTERPRISES,-600000,600000,0,,2081687
BRV-MAY18-0233,C0015170,03/05/2018,RATAN TRADERS,-90000,90000,0,,2081689
BRV-MAY18-0234,C0001220,03/05/2018,MAA SANKATA TRADING COMPANY,-240000,240000,0,,2081691
BRV-MAY18-0235,C0009650,03/05/2018,GARG MOBILE WORLD,-170000,170000,0,,2081693
BRV-MAY18-0236,C0006500,03/05/2018,SWARUP ENTERPRISES,-300000,300000,0,,2081695
BRV-MAY18-0237,C0011200,03/05/2018,SHREE MAA AGENCIES,-300000,300000,0,,2081697
SG-ST-18-01920,C0002590,04/05/2018,Invoice SG-ST-18-01927,14430.03,0,14430.03,,2081705
SG-ST-18-01921,C0013580,04/05/2018,Invoice SG-ST-18-01928,65036.69,0,65036.69,,2081714
SG-SE-18-00468,C0013500,04/05/2018,Invoice SG-SE-18-00471,4707,0,4707,,2081717
SG-ST-18-01922,C0013580,04/05/2018,Invoice SG-ST-18-01929,40985.58,0,40985.58,,2081724
SG-SE-18-00469,C0001410,04/05/2018,Invoice SG-SE-18-00472,14150,0,14150,,2081727
SG-ST-18-01923,C0009280,04/05/2018,Invoice SG-ST-18-01930,33228.62,0,33228.62,,2081732
SG-SE-18-00470,C0016850,04/05/2018,Invoice SG-SE-18-00473,47400,0,47400,,2081734
SG-SE-18-00471,C0014940,04/05/2018,Invoice SG-SE-18-00474,9480,0,9480,,2081736
SG-ST-18-01924,C0015390,04/05/2018,Invoice SG-ST-18-01932,9473.8,0,9473.8,,2081753
SG-ST-18-01925,C0015390,04/05/2018,Invoice SG-ST-18-01933,609.64,0,609.64,,2081758
SG-SE-18-00472,C0015780,04/05/2018,Invoice SG-SE-18-00475,4740,0,4740,,2081760
SG-ST-18-01926,C0015380,04/05/2018,Invoice SG-ST-18-01934,141842.32,0,141842.32,,2081765
SG-ST-18-01927,C0015380,04/05/2018,Invoice SG-ST-18-01935,10748.8,0,10748.8,,2081771
SG-ST-18-01928,C0014940,04/05/2018,Invoice SG-ST-18-01936,119066.75,0,119066.75,,2081776
SG-ST-18-01929,C0001980,04/05/2018,Invoice SG-ST-18-01937,159077.73,0,159077.73,,2081786
SG-ST-18-01930,C0001980,04/05/2018,Invoice SG-ST-18-01940,11120.62,0,11120.62,,2081792
SG-ST-18-01931,C0016850,04/05/2018,Invoice SG-ST-18-01938,13788.19,0,13788.19,,2081805
SG-ST-18-01932,C0016850,04/05/2018,Invoice SG-ST-18-01939,263477.4,0,263477.4,,2081814
SG-ST-18-01933,C0017350,04/05/2018,Invoice SG-ST-18-01941,50730.32,0,50730.32,,2081823
SG-ST-18-01934,C0017350,04/05/2018,Invoice SG-ST-18-01942,7877.05,0,7877.05,,2081831
SG-ST-18-01935,C0014610,04/05/2018,Invoice SG-ST-18-01943,62505,0,62505,,2081835
SG-ST-18-01936,C0015780,04/05/2018,Invoice SG-ST-18-01945,57301.51,0,57301.51,,2081839
SG-ST-18-01937,C0009740,04/05/2018,Invoice SG-ST-18-01944,179329.78,0,179329.78,,2081844
SG-ST-18-01938,C0009740,04/05/2018,Invoice SG-ST-18-01946,12550.76,0,12550.76,,2081851
SG-ST-18-01939,C0008840,04/05/2018,Invoice SG-ST-18-01947,217059.83,0,217059.83,,2081863
